date,year,borough,unit_type,monthly_rent,vacancy_rate
2022-08-10,2022,Lachine,Studio,837.0,0.0333
2022-11-02,2022,Lachine,Studio,777.0,0.0286
2022-06-08,2022,Lachine,Studio,803.0,0.0285
2022-07-08,2022,Lachine,Studio,879.0,0.0632
2022-05-20,2022,Lachine,Studio,954.0,0.0321
2022-01-21,2022,Lachine,Studio,886.0,0.0342
2022-11-12,2022,Lachine,Studio,826.0,0.0386
2022-08-25,2022,Lachine,Studio,891.0,0.0225
2022-06-01,2022,Lachine,Studio,779.0,0.0405
2022-07-04,2022,Lachine,Studio,864.0,0.029
2022-01-11,2022,Lachine,Studio,879.0,0.0291
2022-06-20,2022,Lachine,Studio,786.0,0.0409
2022-06-24,2022,Lachine,Studio,793.0,0.0432
2022-07-18,2022,Lachine,Studio,763.0,0.0244
2022-04-16,2022,Lachine,Studio,801.0,0.014
2022-08-31,2022,Lachine,1BR,1069.0,0.0384
2022-11-11,2022,Lachine,1BR,1151.0,0.039
2022-05-29,2022,Lachine,1BR,999.0,0.0373
2022-09-19,2022,Lachine,1BR,1210.0,0.034
2022-11-05,2022,Lachine,1BR,1131.0,0.0309
2022-12-09,2022,Lachine,1BR,1188.0,0.0224
2022-09-19,2022,Lachine,1BR,1174.0,0.0383
2022-12-21,2022,Lachine,1BR,1076.0,0.0229
2022-01-11,2022,Lachine,1BR,1046.0,0.0404
2022-06-11,2022,Lachine,1BR,1048.0,0.0348
2022-12-07,2022,Lachine,1BR,1161.0,0.0374
2022-11-03,2022,Lachine,1BR,1033.0,0.0406
2022-03-17,2022,Lachine,1BR,995.0,0.0511
2022-08-28,2022,Lachine,1BR,1257.0,0.0338
2022-05-10,2022,Lachine,1BR,1133.0,0.0406
2022-11-09,2022,Lachine,1BR,1116.0,0.0494
2022-12-17,2022,Lachine,1BR,942.0,0.0349
2022-03-20,2022,Lachine,1BR,1139.0,0.0335
2022-12-29,2022,Lachine,1BR,1074.0,0.0469
2022-10-21,2022,Lachine,1BR,1217.0,0.041
2022-09-17,2022,Lachine,1BR,991.0,0.0366
2022-08-21,2022,Lachine,1BR,1222.0,0.0265
2022-05-26,2022,Lachine,1BR,1165.0,0.0505
2022-07-01,2022,Lachine,1BR,1042.0,0.0281
2022-04-27,2022,Lachine,1BR,1082.0,0.0273
2022-01-07,2022,Lachine,1BR,1136.0,0.0466
2022-03-26,2022,Lachine,1BR,1164.0,0.0406
2022-03-30,2022,Lachine,1BR,1161.0,0.0232
2022-02-20,2022,Lachine,1BR,1088.0,0.0453
2022-01-19,2022,Lachine,1BR,1038.0,0.0284
2022-12-30,2022,Lachine,1BR,1169.0,0.03
2022-05-28,2022,Lachine,1BR,1070.0,0.0297
2022-05-18,2022,Lachine,1BR,1059.0,0.0185
2022-01-30,2022,Lachine,1BR,1049.0,0.0345
2022-06-23,2022,Lachine,1BR,1141.0,0.024
2022-06-10,2022,Lachine,1BR,1168.0,0.0365
2022-05-25,2022,Lachine,1BR,1332.0,0.034
2022-08-08,2022,Lachine,1BR,1243.0,0.0472
2022-11-08,2022,Lachine,1BR,1091.0,0.0377
2022-05-10,2022,Lachine,1BR,994.0,0.0385
2022-10-23,2022,Lachine,2BR,1522.0,0.0295
2022-07-04,2022,Lachine,2BR,1458.0,0.0446
2022-05-12,2022,Lachine,2BR,1371.0,0.0353
2022-12-13,2022,Lachine,2BR,1400.0,0.0236
2022-02-18,2022,Lachine,2BR,1178.0,0.0108
2022-12-16,2022,Lachine,2BR,1321.0,0.0372
2022-03-18,2022,Lachine,2BR,1505.0,0.0374
2022-10-24,2022,Lachine,2BR,1296.0,0.0461
2022-10-14,2022,Lachine,2BR,1441.0,0.0291
2022-03-18,2022,Lachine,2BR,1627.0,0.0378
2022-03-31,2022,Lachine,2BR,1647.0,0.0508
2022-08-15,2022,Lachine,2BR,1352.0,0.01
2022-02-24,2022,Lachine,2BR,1361.0,0.0264
2022-07-04,2022,Lachine,2BR,1306.0,0.019
2022-07-30,2022,Lachine,2BR,1361.0,0.0293
2022-01-28,2022,Lachine,2BR,1256.0,0.0244
2022-03-16,2022,Lachine,2BR,1354.0,0.0437
2022-05-31,2022,Lachine,2BR,1465.0,0.0232
2022-09-24,2022,Lachine,2BR,1501.0,0.0327
2022-06-26,2022,Lachine,2BR,1515.0,0.0493
2022-07-08,2022,Lachine,2BR,1429.0,0.0319
2022-02-11,2022,Lachine,2BR,1507.0,0.0262
2022-10-27,2022,Lachine,2BR,1394.0,0.0445
2022-12-28,2022,Lachine,2BR,1380.0,0.0484
2022-06-30,2022,Lachine,2BR,1373.0,0.0367
2022-12-06,2022,Lachine,2BR,1493.0,0.0394
2022-06-12,2022,Lachine,2BR,1266.0,0.0334
2022-07-26,2022,Lachine,2BR,1438.0,0.0217
2022-01-29,2022,Lachine,2BR,1356.0,0.0215
2022-02-16,2022,Lachine,2BR,1456.0,0.0375
2022-03-05,2022,Lachine,2BR,1459.0,0.0349
2022-01-12,2022,Lachine,2BR,1353.0,0.0507
2022-03-26,2022,Lachine,2BR,1262.0,0.0297
2022-03-22,2022,Lachine,2BR,1413.0,0.0256
2022-10-22,2022,Lachine,2BR,1579.0,0.0296
2022-04-07,2022,Lachine,2BR,1414.0,0.0338
2022-06-13,2022,Lachine,2BR,1158.0,0.0366
2022-07-14,2022,Lachine,2BR,1416.0,0.0259
2022-04-30,2022,Lachine,2BR,1420.0,0.0212
2022-02-19,2022,Lachine,2BR,1617.0,0.0316
2022-01-14,2022,Lachine,3BR,1642.0,0.0365
2022-02-23,2022,Lachine,3BR,1681.0,0.0276
2022-04-24,2022,Lachine,3BR,1474.0,0.0236
2022-07-27,2022,Lachine,3BR,1657.0,0.0276
2022-01-26,2022,Lachine,3BR,1712.0,0.0396
2022-10-16,2022,Lachine,3BR,1553.0,0.0362
2022-04-18,2022,Lachine,3BR,1615.0,0.0428
2022-12-21,2022,Lachine,3BR,1665.0,0.0131
2022-11-28,2022,Lachine,3BR,1473.0,0.0492
2022-02-06,2022,Lachine,3BR,1594.0,0.0501
2022-05-06,2022,Lachine,3BR,1737.0,0.0346
2022-05-31,2022,Lachine,3BR,1794.0,0.0195
2022-05-22,2022,Lachine,3BR,1781.0,0.0238
2022-10-25,2022,Lachine,3BR,1574.0,0.0321
2022-05-27,2022,Lachine,3BR,1806.0,0.0252
2022-10-30,2022,Lachine,3BR,1628.0,0.0264
2022-08-30,2022,Lachine,3BR,1732.0,0.0434
2022-05-04,2022,Lachine,3BR,1695.0,0.0364
2022-02-26,2022,Lachine,3BR,1809.0,0.0251
2022-11-28,2022,Lachine,3BR,1543.0,0.038
2022-11-30,2022,Lachine,3BR,1753.0,0.0319
2022-12-16,2022,Lachine,3BR,1752.0,0.0414
2022-12-21,2022,Lachine,3BR,1817.0,0.0321
2022-09-01,2022,Lachine,3BR,1602.0,0.035
2022-08-06,2022,Lachine,3BR,1888.0,0.035
2022-11-10,2022,Lachine,3BR,1765.0,0.0479
2022-10-17,2022,Lachine,3BR,1660.0,0.0299
2022-10-02,2022,Lachine,3BR,1616.0,0.0509
2022-06-12,2022,Lachine,3BR,1552.0,0.0431
2022-06-02,2022,Lachine,3BR,1653.0,0.0355
2022-11-22,2022,Lachine,3BR,1774.0,0.0492
2022-04-08,2022,Lachine,3BR,1881.0,0.0457
2022-04-16,2022,Lachine,3BR,2146.0,0.0255
2022-05-09,2022,Lachine,3BR,1622.0,0.0365
2022-08-23,2022,Lachine,3BR,1800.0,0.043
2022-08-14,2022,Lachine,3BR,1747.0,0.0231
2022-07-10,2022,Lachine,3BR,1798.0,0.0381
2022-06-03,2022,Lachine,3BR,1733.0,0.0227
2022-10-07,2022,Lachine,3BR,1633.0,0.0328
2022-05-19,2022,Lachine,3BR,1751.0,0.0351
2022-08-08,2022,Lachine,4BR+,1920.0,0.0382
2022-07-02,2022,Lachine,4BR+,1985.0,0.0218
2022-02-03,2022,Lachine,4BR+,2124.0,0.0351
2022-10-31,2022,Lachine,4BR+,2076.0,0.0315
2022-01-19,2022,Lachine,4BR+,1856.0,0.0364
2022-01-06,2022,Lachine,4BR+,1972.0,0.01
2022-10-09,2022,Lachine,4BR+,1710.0,0.0292
2022-12-13,2022,Lachine,4BR+,1972.0,0.0334
2022-05-07,2022,Lachine,4BR+,2102.0,0.03
2022-11-12,2022,Lachine,4BR+,2138.0,0.0444
2022-02-09,2022,Lachine,4BR+,2213.0,0.0315
2022-02-19,2022,Lachine,4BR+,2088.0,0.0394
2022-10-26,2022,Lachine,4BR+,1993.0,0.0415
2022-04-14,2022,Lachine,4BR+,2067.0,0.01
2022-06-23,2022,Lachine,4BR+,1599.0,0.0159
2022-09-26,2022,Lachine,4BR+,2230.0,0.0346
2022-12-19,2022,Lachine,4BR+,1949.0,0.0366
2022-06-09,2022,Lachine,4BR+,2087.0,0.0334
2022-09-17,2022,Lachine,4BR+,2402.0,0.039
2022-03-22,2022,Lachine,4BR+,2287.0,0.0433
2022-05-09,2022,Lachine,4BR+,1770.0,0.0474
2022-05-18,2022,Lachine,4BR+,2103.0,0.0263
2022-01-09,2022,Lachine,4BR+,2132.0,0.0336
2022-08-25,2022,Lachine,4BR+,1983.0,0.0216
2022-11-14,2022,Lachine,4BR+,2251.0,0.0451
2022-11-29,2022,Lachine,4BR+,2409.0,0.0242
2022-02-18,2022,Lachine,4BR+,2094.0,0.046
2022-07-21,2022,Lachine,4BR+,2145.0,0.0332
2022-07-22,2022,Lachine,4BR+,2023.0,0.0462
2022-11-08,2022,Lachine,4BR+,2217.0,0.0455
2022-02-09,2022,Lachine,4BR+,2317.0,0.0221
2022-07-09,2022,Lachine,4BR+,2371.0,0.0234
2022-10-07,2022,Lachine,4BR+,2007.0,0.0401
2022-10-31,2022,Lachine,4BR+,2012.0,0.0268
2022-09-04,2022,Lachine,4BR+,2445.0,0.0362
2022-12-30,2022,Lachine,4BR+,2060.0,0.0163
2022-11-17,2022,Lachine,4BR+,2225.0,0.032
2022-05-27,2022,Lachine,4BR+,2126.0,0.0164
2022-01-13,2022,Lachine,4BR+,2403.0,0.0483
2022-09-18,2022,Lachine,4BR+,2156.0,0.0378
2023-10-27,2023,Plateau-Mont-Royal,Studio,1318.0,0.018
2023-11-01,2023,Plateau-Mont-Royal,Studio,1151.0,0.0426
2023-01-20,2023,Plateau-Mont-Royal,Studio,1220.0,0.0256
2023-08-05,2023,Plateau-Mont-Royal,Studio,1278.0,0.0204
2023-07-07,2023,Plateau-Mont-Royal,Studio,1276.0,0.0334
2023-07-05,2023,Plateau-Mont-Royal,Studio,1267.0,0.0338
2023-04-12,2023,Plateau-Mont-Royal,Studio,1248.0,0.0441
2023-09-14,2023,Plateau-Mont-Royal,Studio,1181.0,0.0216
2023-03-10,2023,Plateau-Mont-Royal,Studio,1250.0,0.0235
2023-01-18,2023,Plateau-Mont-Royal,Studio,1033.0,0.0162
2023-03-23,2023,Plateau-Mont-Royal,Studio,1113.0,0.0407
2023-07-31,2023,Plateau-Mont-Royal,Studio,1433.0,0.0192
2023-01-20,2023,Plateau-Mont-Royal,Studio,1228.0,0.0242
2023-03-30,2023,Plateau-Mont-Royal,Studio,1233.0,0.048
2023-08-27,2023,Plateau-Mont-Royal,Studio,1137.0,0.0316
2023-10-31,2023,Plateau-Mont-Royal,Studio,1085.0,0.0402
2023-07-14,2023,Plateau-Mont-Royal,Studio,1328.0,0.01
2023-12-22,2023,Plateau-Mont-Royal,Studio,1237.0,0.0267
2023-07-01,2023,Plateau-Mont-Royal,Studio,1128.0,0.0244
2023-03-29,2023,Plateau-Mont-Royal,Studio,1103.0,0.0114
2023-01-26,2023,Plateau-Mont-Royal,Studio,1304.0,0.0328
2023-01-30,2023,Plateau-Mont-Royal,Studio,1043.0,0.0266
2023-06-20,2023,Plateau-Mont-Royal,Studio,1161.0,0.0364
2023-06-30,2023,Plateau-Mont-Royal,Studio,1315.0,0.014
2023-02-06,2023,Plateau-Mont-Royal,Studio,1344.0,0.0163
2023-01-12,2023,Plateau-Mont-Royal,Studio,1241.0,0.01
2023-03-08,2023,Plateau-Mont-Royal,Studio,1260.0,0.0252
2023-12-03,2023,Plateau-Mont-Royal,Studio,1111.0,0.0164
2023-09-03,2023,Plateau-Mont-Royal,Studio,1219.0,0.0481
2023-09-19,2023,Plateau-Mont-Royal,Studio,1235.0,0.0101
2023-02-01,2023,Plateau-Mont-Royal,Studio,1231.0,0.01
2023-12-06,2023,Plateau-Mont-Royal,Studio,1150.0,0.0179
2023-05-25,2023,Plateau-Mont-Royal,Studio,1433.0,0.0273
2023-04-15,2023,Plateau-Mont-Royal,Studio,1188.0,0.0254
2023-03-27,2023,Plateau-Mont-Royal,Studio,1223.0,0.0232
2023-03-08,2023,Plateau-Mont-Royal,Studio,1253.0,0.0259
2023-02-20,2023,Plateau-Mont-Royal,Studio,1136.0,0.0206
2023-08-20,2023,Plateau-Mont-Royal,Studio,1166.0,0.01
2023-03-22,2023,Plateau-Mont-Royal,Studio,992.0,0.01
2023-04-28,2023,Plateau-Mont-Royal,Studio,1223.0,0.0236
2023-12-29,2023,Plateau-Mont-Royal,1BR,1533.0,0.024
2023-05-17,2023,Plateau-Mont-Royal,1BR,1639.0,0.0131
2023-04-18,2023,Plateau-Mont-Royal,1BR,1607.0,0.0312
2023-05-08,2023,Plateau-Mont-Royal,1BR,1631.0,0.0211
2023-08-02,2023,Plateau-Mont-Royal,1BR,1899.0,0.01
2023-07-22,2023,Plateau-Mont-Royal,1BR,1628.0,0.0257
2023-05-23,2023,Plateau-Mont-Royal,1BR,1625.0,0.0324
2023-07-19,2023,Plateau-Mont-Royal,1BR,1562.0,0.0256
2023-06-25,2023,Plateau-Mont-Royal,1BR,1562.0,0.029
2023-12-04,2023,Plateau-Mont-Royal,1BR,1553.0,0.0292
2023-09-29,2023,Plateau-Mont-Royal,1BR,1505.0,0.0374
2023-03-08,2023,Plateau-Mont-Royal,1BR,1592.0,0.0128
2023-01-25,2023,Plateau-Mont-Royal,1BR,1780.0,0.0265
2023-02-02,2023,Plateau-Mont-Royal,1BR,1774.0,0.0208
2023-02-13,2023,Plateau-Mont-Royal,1BR,1717.0,0.0248
2023-08-09,2023,Plateau-Mont-Royal,1BR,1744.0,0.0294
2023-08-14,2023,Plateau-Mont-Royal,1BR,1601.0,0.0477
2023-03-21,2023,Plateau-Mont-Royal,1BR,1260.0,0.0299
2023-04-29,2023,Plateau-Mont-Royal,1BR,1753.0,0.0253
2023-01-13,2023,Plateau-Mont-Royal,1BR,1822.0,0.0463
2023-06-30,2023,Plateau-Mont-Royal,1BR,1397.0,0.0358
2023-11-12,2023,Plateau-Mont-Royal,1BR,1717.0,0.0353
2023-12-15,2023,Plateau-Mont-Royal,1BR,1412.0,0.0105
2023-02-06,2023,Plateau-Mont-Royal,1BR,1459.0,0.0209
2023-08-05,2023,Plateau-Mont-Royal,1BR,1981.0,0.0315
2023-03-11,2023,Plateau-Mont-Royal,1BR,1558.0,0.0338
2023-08-29,2023,Plateau-Mont-Royal,1BR,1671.0,0.0186
2023-08-17,2023,Plateau-Mont-Royal,1BR,1605.0,0.0312
2023-01-11,2023,Plateau-Mont-Royal,1BR,1634.0,0.0258
2023-07-22,2023,Plateau-Mont-Royal,1BR,1467.0,0.0237
2023-05-30,2023,Plateau-Mont-Royal,1BR,1537.0,0.0231
2023-07-06,2023,Plateau-Mont-Royal,1BR,1566.0,0.0189
2023-11-20,2023,Plateau-Mont-Royal,1BR,1591.0,0.0162
2023-08-03,2023,Plateau-Mont-Royal,1BR,1462.0,0.01
2023-02-15,2023,Plateau-Mont-Royal,1BR,1644.0,0.0365
2023-05-07,2023,Plateau-Mont-Royal,1BR,1338.0,0.0346
2023-02-17,2023,Plateau-Mont-Royal,1BR,1771.0,0.0225
2023-12-21,2023,Plateau-Mont-Royal,1BR,1535.0,0.01
2023-12-21,2023,Plateau-Mont-Royal,1BR,1547.0,0.022
2023-10-13,2023,Plateau-Mont-Royal,1BR,1582.0,0.0318
2023-07-15,2023,Plateau-Mont-Royal,2BR,2058.0,0.033
2023-01-23,2023,Plateau-Mont-Royal,2BR,1860.0,0.0379
2023-04-11,2023,Plateau-Mont-Royal,2BR,1911.0,0.0261
2023-06-28,2023,Plateau-Mont-Royal,2BR,2487.0,0.0273
2023-08-03,2023,Plateau-Mont-Royal,2BR,1910.0,0.0182
2023-12-24,2023,Plateau-Mont-Royal,2BR,2015.0,0.0288
2023-01-30,2023,Plateau-Mont-Royal,2BR,1977.0,0.0343
2023-06-22,2023,Plateau-Mont-Royal,2BR,1775.0,0.0391
2023-01-28,2023,Plateau-Mont-Royal,2BR,1695.0,0.0404
2023-06-20,2023,Plateau-Mont-Royal,2BR,1938.0,0.01
2023-04-23,2023,Plateau-Mont-Royal,2BR,2243.0,0.0281
2023-12-06,2023,Plateau-Mont-Royal,2BR,2118.0,0.0338
2023-07-10,2023,Plateau-Mont-Royal,2BR,2116.0,0.0366
2023-06-12,2023,Plateau-Mont-Royal,2BR,2054.0,0.0138
2023-03-14,2023,Plateau-Mont-Royal,2BR,1956.0,0.0173
2023-10-29,2023,Plateau-Mont-Royal,2BR,1895.0,0.0321
2023-03-09,2023,Plateau-Mont-Royal,2BR,2012.0,0.0182
2023-04-15,2023,Plateau-Mont-Royal,2BR,2233.0,0.017
2023-05-22,2023,Plateau-Mont-Royal,2BR,1978.0,0.0156
2023-05-04,2023,Plateau-Mont-Royal,2BR,1949.0,0.0127
2023-05-20,2023,Plateau-Mont-Royal,2BR,1897.0,0.0384
2023-09-15,2023,Plateau-Mont-Royal,2BR,1824.0,0.0158
2023-06-16,2023,Plateau-Mont-Royal,2BR,1875.0,0.0229
2023-08-16,2023,Plateau-Mont-Royal,2BR,2118.0,0.0321
2023-04-21,2023,Plateau-Mont-Royal,2BR,1968.0,0.0178
2023-06-03,2023,Plateau-Mont-Royal,2BR,1918.0,0.0249
2023-10-21,2023,Plateau-Mont-Royal,2BR,2295.0,0.0317
2023-01-19,2023,Plateau-Mont-Royal,2BR,1758.0,0.0337
2023-08-07,2023,Plateau-Mont-Royal,2BR,1861.0,0.0393
2023-01-21,2023,Plateau-Mont-Royal,2BR,2136.0,0.0179
2023-08-19,2023,Plateau-Mont-Royal,2BR,2108.0,0.0302
2023-12-01,2023,Plateau-Mont-Royal,2BR,1972.0,0.0242
2023-06-27,2023,Plateau-Mont-Royal,2BR,2042.0,0.026
2023-05-23,2023,Plateau-Mont-Royal,2BR,2366.0,0.0287
2023-03-16,2023,Plateau-Mont-Royal,2BR,2174.0,0.0393
2023-08-19,2023,Plateau-Mont-Royal,2BR,2260.0,0.0292
2023-07-19,2023,Plateau-Mont-Royal,2BR,1998.0,0.0154
2023-12-18,2023,Plateau-Mont-Royal,2BR,1912.0,0.01
2023-12-22,2023,Plateau-Mont-Royal,2BR,2007.0,0.0195
2023-01-23,2023,Plateau-Mont-Royal,2BR,2117.0,0.0426
2023-11-07,2023,Plateau-Mont-Royal,3BR,2713.0,0.0374
2023-11-12,2023,Plateau-Mont-Royal,3BR,2415.0,0.0254
2023-04-14,2023,Plateau-Mont-Royal,3BR,2700.0,0.0149
2023-09-23,2023,Plateau-Mont-Royal,3BR,2578.0,0.0163
2023-07-13,2023,Plateau-Mont-Royal,3BR,2768.0,0.028
2023-12-18,2023,Plateau-Mont-Royal,3BR,2644.0,0.0228
2023-12-09,2023,Plateau-Mont-Royal,3BR,2569.0,0.0263
2023-07-07,2023,Plateau-Mont-Royal,3BR,2239.0,0.0248
2023-06-07,2023,Plateau-Mont-Royal,3BR,2542.0,0.0148
2023-02-14,2023,Plateau-Mont-Royal,3BR,2364.0,0.0314
2023-12-12,2023,Plateau-Mont-Royal,3BR,2274.0,0.0261
2023-08-27,2023,Plateau-Mont-Royal,3BR,2410.0,0.0205
2023-02-07,2023,Plateau-Mont-Royal,3BR,3364.0,0.0178
2023-05-10,2023,Plateau-Mont-Royal,3BR,2514.0,0.0233
2023-11-27,2023,Plateau-Mont-Royal,3BR,2272.0,0.0182
2023-12-17,2023,Plateau-Mont-Royal,3BR,2656.0,0.0311
2023-03-21,2023,Plateau-Mont-Royal,3BR,2475.0,0.021
2023-12-30,2023,Plateau-Mont-Royal,3BR,2662.0,0.01
2023-06-21,2023,Plateau-Mont-Royal,3BR,2359.0,0.0143
2023-05-11,2023,Plateau-Mont-Royal,3BR,2459.0,0.0249
2023-12-17,2023,Plateau-Mont-Royal,3BR,2590.0,0.0416
2023-01-31,2023,Plateau-Mont-Royal,3BR,2774.0,0.0184
2023-02-23,2023,Plateau-Mont-Royal,3BR,2135.0,0.0235
2023-10-06,2023,Plateau-Mont-Royal,3BR,3022.0,0.0265
2023-02-23,2023,Plateau-Mont-Royal,3BR,2698.0,0.033
2023-08-17,2023,Plateau-Mont-Royal,3BR,2252.0,0.0322
2023-09-04,2023,Plateau-Mont-Royal,3BR,2407.0,0.043
2023-11-10,2023,Plateau-Mont-Royal,3BR,2214.0,0.0253
2023-12-15,2023,Plateau-Mont-Royal,3BR,2150.0,0.0275
2023-03-15,2023,Plateau-Mont-Royal,3BR,2530.0,0.0287
2023-12-10,2023,Plateau-Mont-Royal,3BR,2507.0,0.0188
2023-07-24,2023,Plateau-Mont-Royal,3BR,2747.0,0.0293
2023-04-20,2023,Plateau-Mont-Royal,3BR,2508.0,0.0358
2023-03-05,2023,Plateau-Mont-Royal,3BR,2304.0,0.0316
2023-12-18,2023,Plateau-Mont-Royal,3BR,2666.0,0.0115
2023-04-03,2023,Plateau-Mont-Royal,3BR,2323.0,0.0195
2023-05-22,2023,Plateau-Mont-Royal,3BR,2509.0,0.0374
2023-03-12,2023,Plateau-Mont-Royal,3BR,2134.0,0.0146
2023-09-23,2023,Plateau-Mont-Royal,3BR,2590.0,0.0213
2023-09-20,2023,Plateau-Mont-Royal,3BR,2700.0,0.0275
2023-04-07,2023,Plateau-Mont-Royal,4BR+,2853.0,0.0476
2023-05-08,2023,Plateau-Mont-Royal,4BR+,3512.0,0.0203
2023-11-20,2023,Plateau-Mont-Royal,4BR+,2811.0,0.0376
2023-02-02,2023,Plateau-Mont-Royal,4BR+,3224.0,0.0196
2023-02-18,2023,Plateau-Mont-Royal,4BR+,2917.0,0.0197
2023-10-07,2023,Plateau-Mont-Royal,4BR+,3325.0,0.0232
2023-06-05,2023,Plateau-Mont-Royal,4BR+,2920.0,0.01
2023-01-09,2023,Plateau-Mont-Royal,4BR+,3035.0,0.0232
2023-06-03,2023,Plateau-Mont-Royal,4BR+,3369.0,0.0178
2023-09-22,2023,Plateau-Mont-Royal,4BR+,2914.0,0.021
2023-11-25,2023,Plateau-Mont-Royal,4BR+,3081.0,0.019
2023-03-26,2023,Plateau-Mont-Royal,4BR+,3194.0,0.0225
2023-02-28,2023,Plateau-Mont-Royal,4BR+,3088.0,0.0269
2023-07-22,2023,Plateau-Mont-Royal,4BR+,3149.0,0.0206
2023-10-28,2023,Plateau-Mont-Royal,4BR+,2388.0,0.0317
2023-08-31,2023,Plateau-Mont-Royal,4BR+,3537.0,0.0187
2023-08-01,2023,Plateau-Mont-Royal,4BR+,2913.0,0.0261
2023-10-26,2023,Plateau-Mont-Royal,4BR+,2920.0,0.0164
2023-01-11,2023,Plateau-Mont-Royal,4BR+,3130.0,0.0221
2023-08-23,2023,Plateau-Mont-Royal,4BR+,3332.0,0.0285
2023-10-03,2023,Plateau-Mont-Royal,4BR+,3071.0,0.01
2023-02-11,2023,Plateau-Mont-Royal,4BR+,3088.0,0.033
2023-11-04,2023,Plateau-Mont-Royal,4BR+,2914.0,0.0415
2023-09-15,2023,Plateau-Mont-Royal,4BR+,3332.0,0.0442
2023-12-16,2023,Plateau-Mont-Royal,4BR+,3302.0,0.0176
2023-03-18,2023,Plateau-Mont-Royal,4BR+,3063.0,0.0217
2023-07-01,2023,Plateau-Mont-Royal,4BR+,2531.0,0.0117
2023-05-21,2023,Plateau-Mont-Royal,4BR+,3248.0,0.0378
2023-10-08,2023,Plateau-Mont-Royal,4BR+,3271.0,0.0337
2023-11-23,2023,Plateau-Mont-Royal,4BR+,3440.0,0.0422
2023-03-08,2023,Plateau-Mont-Royal,4BR+,3465.0,0.0404
2023-07-12,2023,Plateau-Mont-Royal,4BR+,3449.0,0.0158
2023-09-25,2023,Plateau-Mont-Royal,4BR+,3274.0,0.0321
2023-04-04,2023,Plateau-Mont-Royal,4BR+,2880.0,0.0343
2023-08-27,2023,Plateau-Mont-Royal,4BR+,2713.0,0.0322
2023-03-09,2023,Plateau-Mont-Royal,4BR+,2919.0,0.0195
2023-05-01,2023,Plateau-Mont-Royal,4BR+,3379.0,0.022
2023-02-27,2023,Plateau-Mont-Royal,4BR+,3330.0,0.012
2023-03-13,2023,Plateau-Mont-Royal,4BR+,3156.0,0.0573
2023-08-25,2023,Plateau-Mont-Royal,4BR+,2838.0,0.0454
2023-04-20,2023,Ville-Marie,Studio,1324.0,0.0261
2023-09-25,2023,Ville-Marie,Studio,1370.0,0.0184
2023-05-01,2023,Ville-Marie,Studio,1290.0,0.0256
2023-06-28,2023,Ville-Marie,Studio,1331.0,0.0316
2023-03-13,2023,Ville-Marie,Studio,1307.0,0.0304
2023-03-11,2023,Ville-Marie,Studio,1182.0,0.0279
2023-07-28,2023,Ville-Marie,Studio,1244.0,0.0306
2023-07-13,2023,Ville-Marie,Studio,1337.0,0.01
2023-05-01,2023,Ville-Marie,Studio,1321.0,0.0281
2023-06-23,2023,Ville-Marie,Studio,1276.0,0.0301
2023-01-27,2023,Ville-Marie,Studio,1346.0,0.0192
2023-07-14,2023,Ville-Marie,Studio,1355.0,0.0212
2023-05-01,2023,Ville-Marie,Studio,1395.0,0.0471
2023-01-14,2023,Ville-Marie,Studio,1386.0,0.0275
2023-04-06,2023,Ville-Marie,Studio,1406.0,0.0249
2023-08-28,2023,Ville-Marie,Studio,1333.0,0.0187
2023-04-29,2023,Ville-Marie,Studio,1478.0,0.01
2023-12-17,2023,Ville-Marie,Studio,1285.0,0.0279
2023-05-16,2023,Ville-Marie,Studio,1433.0,0.0279
2023-12-04,2023,Ville-Marie,Studio,1447.0,0.0139
2023-08-13,2023,Ville-Marie,Studio,1334.0,0.0281
2023-02-20,2023,Ville-Marie,Studio,1486.0,0.0328
2023-04-02,2023,Ville-Marie,Studio,1387.0,0.0329
2023-12-28,2023,Ville-Marie,Studio,1320.0,0.0401
2023-01-24,2023,Ville-Marie,Studio,1497.0,0.0306
2023-04-03,2023,Ville-Marie,Studio,1454.0,0.0245
2023-01-31,2023,Ville-Marie,Studio,1260.0,0.0203
2023-09-26,2023,Ville-Marie,Studio,1197.0,0.0209
2023-09-01,2023,Ville-Marie,Studio,1276.0,0.0326
2023-05-30,2023,Ville-Marie,Studio,1393.0,0.0135
2023-10-01,2023,Ville-Marie,Studio,1351.0,0.01
2023-03-09,2023,Ville-Marie,Studio,1218.0,0.0195
2023-05-14,2023,Ville-Marie,Studio,1404.0,0.0309
2023-08-11,2023,Ville-Marie,Studio,1356.0,0.0223
2023-07-25,2023,Ville-Marie,Studio,1273.0,0.0439
2023-08-16,2023,Ville-Marie,Studio,1187.0,0.0182
2023-08-29,2023,Ville-Marie,Studio,1210.0,0.01
2023-01-26,2023,Ville-Marie,Studio,1406.0,0.0396
2023-11-28,2023,Ville-Marie,Studio,1317.0,0.0325
2023-11-13,2023,Ville-Marie,Studio,1344.0,0.01
2023-10-15,2023,Ville-Marie,1BR,1837.0,0.0136
2023-11-18,2023,Ville-Marie,1BR,1769.0,0.0222
2023-02-08,2023,Ville-Marie,1BR,1820.0,0.0247
2023-06-11,2023,Ville-Marie,1BR,1973.0,0.02
2023-01-05,2023,Ville-Marie,1BR,1756.0,0.0225
2023-05-19,2023,Ville-Marie,1BR,2043.0,0.0188
